timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,is_anomaly,fault_type,severity,anomaly_score_pct,suggested_temperature_c,suggested_pressure_hpa,suggested_humidity_pct,health_status,source
2026-09-11 14:15:37.683387+00:00,AWS-BHO-101,25.3,951.4,90.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:16:36.576033+00:00,AWS-BHO-101,25.3,951.4,90.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:32:59.646686+00:00,AWS-BHO-101,25.3,951.5,90.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:36:32.128972+00:00,AWS-BHO-101,25.3,951.5,90.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:50:02.101281+00:00,AWS-BHO-101,25.3,951.6,91.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:57:15.559343+00:00,AWS-BHO-101,25.3,951.6,91.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 15:02:17.682691+00:00,AWS-BHO-101,25.3,951.7,91.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 15:06:54.515310+00:00,AWS-BHO-101,25.3,951.7,91.0,False,,low,0.0,,,,HEALTHY,live
2025-01-01T00:00:00,AWS-BHO-101,14.4,960.2,95.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T01:00:00,AWS-BHO-101,13.8,959.7,96.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T02:00:00,AWS-BHO-101,13.2,959.0,96.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T03:00:00,AWS-BHO-101,12.7,958.5,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T04:00:00,AWS-BHO-101,12.2,958.3,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T05:00:00,AWS-BHO-101,11.9,958.3,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T06:00:00,AWS-BHO-101,11.2,959.1,97.0,False,,low,0.0,13.03,959.0,96.33,HEALTHY,replay
2025-01-01T07:00:00,AWS-BHO-101,11.2,959.8,97.0,False,,low,0.0,12.77,959.01,96.43,HEALTHY,replay
2025-01-01T08:00:00,AWS-BHO-101,13.5,961.2,88.0,False,,low,0.0,12.57,959.11,96.5,HEALTHY,replay
2025-01-01T09:00:00,AWS-BHO-101,16.1,962.2,82.0,False,,low,0.0,12.68,959.34,95.56,HEALTHY,replay
2025-01-01T10:00:00,AWS-BHO-101,18.4,962.6,73.0,False,,low,0.0,13.02,959.63,94.2,HEALTHY,replay
2025-01-01T11:00:00,AWS-BHO-101,20.0,962.1,67.0,False,,low,0.0,13.51,959.9,92.27,HEALTHY,replay
2025-01-01T12:00:00,AWS-BHO-101,21.0,961.3,63.0,False,,low,0.0,14.05,960.08,90.17,HEALTHY,replay
2025-01-01T13:00:00,AWS-BHO-101,21.7,960.3,59.0,False,,low,0.0,14.58,960.18,88.08,HEALTHY,replay
2025-01-01T14:00:00,AWS-BHO-101,22.0,959.5,56.0,False,,low,0.0,15.09,960.19,86.0,HEALTHY,replay
2025-01-01T15:00:00,AWS-BHO-101,21.9,959.0,57.0,False,,low,0.0,15.55,960.14,84.0,HEALTHY,replay
2025-01-01T16:00:00,AWS-BHO-101,21.3,958.9,60.0,False,,low,0.0,15.95,960.07,82.31,HEALTHY,replay
2025-01-01T17:00:00,AWS-BHO-101,18.6,958.4,76.0,False,,low,0.0,16.26,960.0,81.0,HEALTHY,replay
2025-01-01T18:00:00,AWS-BHO-101,15.9,958.7,85.0,False,,low,0.0,16.39,959.91,80.72,HEALTHY,replay
2025-01-01T19:00:00,AWS-BHO-101,14.9,959.1,82.0,False,,low,0.0,16.37,959.85,80.95,HEALTHY,replay
2025-01-01T20:00:00,AWS-BHO-101,14.0,959.8,83.0,False,,low,0.0,16.29,959.81,81.0,HEALTHY,replay
2025-01-01T21:00:00,AWS-BHO-101,13.4,960.1,85.0,False,,low,0.0,16.19,959.81,81.1,HEALTHY,replay
2025-01-01T22:00:00,AWS-BHO-101,12.9,960.1,86.0,False,,low,0.0,16.06,959.82,81.27,HEALTHY,replay
2025-01-01T23:00:00,AWS-BHO-101,12.4,959.8,84.0,False,,low,0.0,15.92,959.83,81.48,HEALTHY,replay
2025-01-02T00:00:00,AWS-BHO-101,11.9,959.4,82.0,False,,low,0.0,15.78,959.83,81.58,HEALTHY,replay
